isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
SBV035_flye	contig_5	93703	59	Y	N	1	*	5
SBV035_flye	contig_4	89942	100	N	Y	2	*	4
SBV035_flye	contig_6	4593	138	Y	Y	3	*	6
SBV036_flye	contig_1	3069546	90	N	N	1	*	3,1,-3
SBV036_flye	contig_2	1605223	67	N	N	1	*	-3,2,3
SBV036_flye	contig_7	93712	118	Y	N	1	*	7
SBV036_flye	contig_3	41184	22	N	Y	1	*	3
SBV036_flye	contig_4	35616	90	N	Y	1	2	*,4,*
SBV036_flye	contig_5	34469	20	N	Y	1	2	*,5,*
SBV036_flye	contig_6	4593	225	Y	Y	2	*	6
SBV037_flye	contig_1	3069485	41	N	N	1	*	3,1,-3
SBV037_flye	contig_2	1605237	35	N	N	1	*	-3,2,3
SBV037_flye	contig_7	93712	35	Y	N	1	*	7
SBV037_flye	contig_3	42321	20	N	Y	1	*	3
SBV037_flye	contig_5	35617	16	N	Y	1	2	*,5,*
SBV037_flye	contig_4	34470	41	N	Y	1	2	*,4,*
SBV037_flye	contig_6	8503	27	Y	N	1	*	6
SBV038_flye	contig_2	3071006	57	N	N	1	*	-4,2,4
SBV038_flye	contig_3	1605208	47	N	N	1	*	4,3,-4
SBV038_flye	contig_8	106267	31	Y	N	1	*	8
SBV038_flye	contig_7	93712	45	Y	N	1	*	7
SBV038_flye	contig_4	41178	20	N	Y	1	*	4
SBV038_flye	contig_5	35616	67	N	Y	1	2	*,5,*
SBV038_flye	contig_6	34470	16	N	Y	1	2	*,6,*
SBV038_flye	contig_9	8802	20	Y	N	1	*	9
SBV039_flye	contig_1	4744881	145	Y	N	1	*	1
SBV039_flye	contig_3	93712	194	Y	N	1	*	3
SBV039_flye	contig_2	4593	424	Y	Y	3	*	2
SBV041_flye	contig_1	3069526	128	N	N	1	*	-3,1,3
SBV041_flye	contig_2	1605259	100	N	N	1	*	3,2,-3
SBV041_flye	contig_6	93712	173	Y	N	1	*	6
SBV041_flye	contig_3	41183	29	N	Y	1	*	3
SBV041_flye	contig_5	35616	133	N	Y	1	2	*,5,*
SBV041_flye	contig_7	4593	384	Y	Y	4	*	7
SBV042_flye	contig_1	3069528	91	N	N	1	*	-2,1,2
SBV042_flye	contig_5	1605239	73	N	N	1	*	2,5,-2
SBV042_flye	contig_6	93712	109	Y	N	1	*	6
SBV042_flye	contig_2	42333	22	N	Y	1	*	2
SBV042_flye	contig_4	35615	20	N	Y	1	2	*,4,*
SBV042_flye	contig_3	34469	82	N	Y	1	2	*,3,*
SBV042_flye	contig_7	8861	49	Y	N	1	*	7
SBV044_flye	contig_1	3069545	80	N	N	1	*	3,1,-3
SBV044_flye	contig_2	1605239	65	N	N	1	*	-3,2,3
SBV044_flye	contig_7	93712	48	Y	N	1	*	7
SBV044_flye	contig_3	41182	21	N	Y	1	*	3
SBV044_flye	contig_4	35616	75	N	Y	1	2	*,4,*
SBV044_flye	contig_5	34469	20	N	Y	1	2	*,5,*
SBV044_flye	contig_6	4593	139	Y	Y	2	*	6
SBV045_flye	contig_1	4744890	61	Y	N	1	*	1
SBV045_flye	contig_2	93712	66	Y	N	1	*	2
SBV046_flye	contig_1	3069535	169	N	N	1	*	-2,1,2
SBV046_flye	contig_5	1605253	133	N	N	1	*	2,5,-2
SBV046_flye	contig_6	93712	234	Y	N	1	*	6
SBV046_flye	contig_3	35616	168	N	Y	1	2	*,3,*
SBV046_flye	contig_7	9186	84	Y	N	1	*	7
SBV047_flye	contig_1	4785228	124	Y	N	1	*	1
SBV047_flye	contig_5	93712	142	Y	N	1	*	5
SBV047_flye	contig_2	34470	103	N	Y	10	2	*,2,*
SBV047_flye	contig_4	9657	119	Y	N	1	*	4
SBV048_flye	contig_1	4744890	282	Y	N	1	*	1
SBV048_flye	contig_3	93712	390	Y	N	1	*	3
SBV048_flye	contig_4	4593	588	Y	Y	2	*	4
SBV048_flye	contig_2	3109	810	Y	Y	3	*	2
SBV049_flye	contig_1	4744882	151	Y	N	1	*	1
SBV049_flye	contig_3	93712	188	Y	N	1	*	3
SBV049_flye	contig_4	9186	143	Y	N	1	*	4
SBV049_flye	contig_2	6222	189	Y	N	1	*	2
SBV050_flye	contig_1	3069634	126	N	N	1	*	-3,1,3
SBV050_flye	contig_2	1605254	100	N	N	1	*	3,2,-3
SBV050_flye	contig_7	93712	134	Y	N	1	*	7
SBV050_flye	contig_3	41179	23	N	Y	1	*	3
SBV050_flye	contig_4	35616	152	N	Y	1	2	*,4,*
SBV050_flye	contig_8	6218	97	Y	N	1	*	8
SBV050_flye	contig_6	4593	255	Y	Y	2	*	6
SBV051_flye	contig_1	4744885	139	Y	N	1	*	1
SBV051_flye	contig_5	93712	100	Y	N	1	*	5
SBV051_flye	contig_3	35616	113	N	Y	113	2	*,3,*
SBV051_flye	contig_4	9110	157	Y	N	1	*	4
SBV052_flye	contig_5	3069542	37	N	N	1	*	1,5,-1
SBV052_flye	contig_2	1605242	30	N	N	1	*	-1,2,1
SBV052_flye	contig_7	93712	33	Y	N	1	*	7
SBV052_flye	contig_1	41184	16	N	Y	1	*	1
SBV052_flye	contig_3	35616	38	N	Y	1	2	*,3,*
SBV052_flye	contig_4	34477	19	N	Y	1	2	*,4,*
SBV052_flye	contig_8	4690	158	Y	Y	4	*	8
SBV052_flye	contig_6	3109	194	Y	Y	6	*	6
SBV053_flye	contig_1	4743934	103	Y	N	1	*	1
SBV053_flye	contig_4	93712	107	Y	N	1	*	4
SBV053_flye	contig_5	87892	122	Y	N	1	*	5
SBV053_flye	contig_3	35616	78	N	Y	78	2	*,3,*
SBV053_flye	contig_2	34141	20	N	Y	1	2	*,2,*
SBV053_flye	contig_6	4593	91	Y	Y	1	*	6
SBV054_flye	contig_3	1712886	90	N	N	1	*	-4,3,-4
SBV054_flye	contig_1	1680205	111	N	N	1	*	-4,1,-9,-8
SBV054_flye	contig_2	1209156	131	N	N	1	*	4,2
SBV054_flye	contig_10	93712	68	Y	N	1	*	10
SBV054_flye	contig_8	89942	273	N	Y	2	*	8
SBV054_flye	contig_4	42335	32	N	Y	1	*	4
SBV054_flye	contig_5	34469	102	N	Y	1	2	*,5,*
SBV054_flye	contig_7	4593	109	Y	Y	1	*	7
SBV055_flye	contig_1	4681357	49	N	N	1	*	1,-5,-4
SBV055_flye	contig_7	93712	58	Y	N	1	*	7
SBV055_flye	contig_4	89915	91	N	Y	2	*	4
SBV055_flye	contig_2	35055	20	N	Y	6	2	*,2,*
SBV055_flye	contig_3	34470	49	N	Y	1	2	*,3,*
SBV055_flye	contig_8	9186	80	Y	N	2	*	8
SBV055_flye	contig_6	6218	152	Y	Y	3	*	6
SBV056_flye	contig_1	4708468	227	N	N	1	*	1,-3,-2
SBV056_flye	contig_4	93712	250	Y	N	1	*	4
SBV056_flye	contig_2	89942	473	N	Y	2	*	2
SBV056_flye	contig_5	9143	100	Y	N	1	*	5
SBV057_flye	contig_5	3069542	125	N	N	1	*	1,5,-1
SBV057_flye	contig_2	1605237	104	N	N	1	*	-1,2,1
SBV057_flye	contig_8	93712	113	Y	N	1	*	8
SBV057_flye	contig_3	34470	113	N	Y	1	2	*,3,*
SBV057_flye	contig_6	9309	114	Y	N	1	*	6
SBV057_flye	contig_7	2096	1080	Y	Y	10	*	7
SBV058_flye	contig_4	3069555	574	N	N	1	*	1,4,-1
SBV058_flye	contig_2	1605202	470	N	N	1	*	-1,2,1
SBV058_flye	contig_7	93712	590	Y	N	1	*	7
SBV058_flye	contig_5	35616	547	N	Y	1	2	*,5,*
SBV058_flye	contig_6	9186	397	Y	N	1	*	6
SBV059_flye	contig_1	4743757	344	Y	N	1	*	1
SBV059_flye	contig_5	93388	266	Y	N	1	*	5
SBV059_flye	contig_3	35616	358	N	Y	1	2	*,3,*
SBV059_flye	contig_6	9186	141	Y	N	1	*	6
SBV059_flye	contig_4	3109	712	Y	Y	2	*	4
SBV060_flye	contig_6	3069546	36	N	N	1	*	2,6,-2
SBV060_flye	contig_3	857737	29	N	N	1	*	-2,3,*
SBV060_flye	contig_1	747664	26	N	N	1	*	*,1,2
SBV060_flye	contig_7	93713	28	Y	N	1	*	7
SBV060_flye	contig_2	41174	17	N	Y	1	*	2
SBV060_flye	contig_5	35616	28	N	Y	1	2	*,5,*
SBV060_flye	contig_4	33188	9	N	Y	1	2	*,4,*
SBV061_flye	contig_1	3069519	84	N	N	1	*	-2,1,2
SBV061_flye	contig_5	1605241	68	N	N	1	*	2,5,-2
SBV061_flye	contig_6	93712	62	Y	N	1	*	6
SBV061_flye	contig_2	41182	21	N	Y	1	*	2
SBV061_flye	contig_4	35616	74	N	Y	1	2	*,4,*
SBV061_flye	contig_3	34471	20	N	Y	1	2	*,3,*
SBV062_flye	contig_1	3069527	151	N	N	1	*	-2,1,2
SBV062_flye	contig_5	1605237	116	N	N	1	*	2,5,-2
SBV062_flye	contig_6	93685	61	Y	N	1	*	6
SBV062_flye	contig_2	41182	30	N	Y	1	*	2
SBV062_flye	contig_4	35616	142	N	Y	1	2	*,4,*
SBV063_flye	contig_1	3069519	136	N	N	1	*	-2,1,2
SBV063_flye	contig_5	1596752	105	N	N	1	*	2,5,-2
SBV063_flye	contig_6	93712	121	Y	N	1	*	6
SBV063_flye	contig_3	35616	130	N	Y	1	2	*,3,*
SBV063_flye	contig_7	4593	159	Y	Y	1	*	7
SBV064_flye	contig_2	3069584	143	N	N	1	*	-3,2,3
SBV064_flye	contig_6	1605514	123	N	N	1	*	3,6,-3
SBV064_flye	contig_1	93685	129	Y	N	1	*	1
SBV064_flye	contig_4	35616	139	N	Y	1	2	*,4,*
SBV064_flye	contig_7	9186	98	Y	N	1	*	7
SBV066_flye	contig_1	979044	9	N	N	1	*	1,*
SBV066_flye	contig_4	853179	7	N	N	1	*	*,4,*
SBV066_flye	contig_5	495529	8	N	N	1	*	*,5,*
SBV066_flye	contig_3	428091	8	N	N	1	*	*,3
SBV066_flye	contig_14	427645	8	N	N	1	*	*,14
SBV066_flye	contig_13	391884	7	N	N	1	*	*,13,*
SBV066_flye	contig_9	372119	7	N	N	1	*	*,9,*
SBV066_flye	contig_7	241553	7	N	N	1	*	*,7,*
SBV066_flye	contig_11	221243	7	N	N	1	*	*,11,*
SBV066_flye	contig_12	114177	8	N	N	1	*	*,12,*
SBV066_flye	contig_6	109573	8	N	N	1	*	*,6,*
SBV066_flye	contig_15	93712	10	Y	N	1	*	15
SBV066_flye	contig_10	41793	5	N	N	1	*	*,10,*
SBV066_flye	contig_8	25184	6	N	N	1	*	*,8,*
SBV066_flye	contig_2	7263	4	N	N	1	*	*,2,*
SBV066_flye	contig_16	4593	44	Y	Y	6	*	16
SBV067_flye	contig_1	3069526	145	N	N	1	*	-2,1,2
SBV067_flye	contig_5	1605234	120	N	N	1	*	2,5,-2
SBV067_flye	contig_7	93712	99	Y	N	1	*	7
SBV067_flye	contig_4	35616	138	N	Y	1	2	*,4,*
SBV067_flye	contig_6	4593	251	Y	Y	2	*	6
SBV068_flye	contig_1	4742055	91	Y	N	1	*	1
SBV068_flye	contig_4	93712	109	Y	N	1	*	4
SBV068_flye	contig_3	35616	113	N	Y	1	2	*,3,*
SBV068_flye	contig_2	34202	20	N	Y	6	2	*,2,*
SBV068_flye	contig_5	9197	69	Y	N	1	*	5
SBV069_flye	contig_1	3069547	78	N	N	1	*	3,1,-3
SBV069_flye	contig_2	1605238	65	N	N	1	*	-3,2,3
SBV069_flye	contig_7	93712	60	Y	N	1	*	7
SBV069_flye	contig_3	41174	21	N	Y	1	*	3
SBV069_flye	contig_5	35616	76	N	Y	1	2	*,5,*
SBV069_flye	contig_4	34470	20	N	Y	1	2	*,4,*
SBV069_flye	contig_8	8718	88	Y	N	1	*	8
SBV069_flye	contig_6	3109	309	Y	Y	5	*	6
SBV070_flye	contig_1	4744874	87	Y	N	1	*	1
SBV070_flye	contig_3	93712	67	Y	N	1	*	3
SBV071_flye	contig_1	3069545	92	N	N	1	*	3,1,-3
SBV071_flye	contig_2	1605241	72	N	N	1	*	-3,2,3
SBV071_flye	contig_8	93712	67	Y	N	1	*	8
SBV071_flye	contig_3	41183	21	N	Y	1	*	3
SBV071_flye	contig_4	35616	113	N	Y	1	2	*,4,*
SBV071_flye	contig_5	34469	20	N	Y	1	2	*,5,*
SBV071_flye	contig_6	4593	90	Y	Y	1	*	6
SBV071_flye	contig_7	3109	73	Y	Y	1	*	7
