isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
SBV099_flye	contig_7	93712	99	Y	N	1	*	7
SBV099_flye	contig_4	35616	160	N	Y	1	2	*,4,*
SBV099_flye	contig_6	4593	451	Y	Y	4	*	6
SBV100_flye	contig_2	3069535	143	N	N	1	*	-1,2,1
SBV100_flye	contig_5	1600988	124	N	N	1	*	1,5,-1
SBV100_flye	contig_6	93712	91	Y	N	1	*	6
SBV100_flye	contig_4	35616	132	N	Y	1	2	*,4,*
SBV100_flye	contig_7	9057	129	Y	N	1	*	7
SBV101_flye	contig_5	3069540	75	N	N	1	*	1,5,-1
SBV101_flye	contig_2	1605238	66	N	N	1	*	-1,2,1
SBV101_flye	contig_8	93712	49	Y	N	1	*	8
SBV101_flye	contig_1	41182	21	N	Y	1	*	1
SBV101_flye	contig_3	35616	81	N	Y	1	2	*,3,*
SBV101_flye	contig_4	34469	20	N	Y	1	2	*,4,*
SBV101_flye	contig_6	3949	196	N	Y	2	*	6
SBV101_flye	contig_7	644	213	N	Y	5	*	7
SBV102_flye	contig_5	3069540	148	N	N	1	*	1,5,-1
SBV102_flye	contig_2	1605223	129	N	N	1	*	-1,2,1
SBV102_flye	contig_7	93712	85	Y	N	1	*	7
SBV102_flye	contig_8	91298	113	Y	N	1	*	8
SBV102_flye	contig_4	35616	141	N	Y	1	2	*,4,*
SBV102_flye	contig_9	9186	102	Y	N	1	*	9
SBV102_flye	contig_6	4073	337	Y	Y	2	*	6
SBV103_flye	contig_1	3069535	126	N	N	1	*	-3,1,3
SBV103_flye	contig_2	1605238	105	N	N	1	*	3,2,-3
SBV103_flye	contig_7	93712	115	Y	N	1	*	7
SBV103_flye	contig_4	35616	121	N	Y	1	2	*,4,*
SBV103_flye	contig_6	9186	163	Y	N	2	*	6
SBV104_flye	contig_1	3069535	155	N	N	1	*	-3,1,3
SBV104_flye	contig_2	1605120	138	N	N	1	*	3,2,-3
SBV104_flye	contig_7	93712	110	Y	N	1	*	7
SBV104_flye	contig_5	35616	150	N	Y	1	2	*,5,*
SBV104_flye	contig_6	9244	214	Y	N	2	*	6
SBV105_flye	contig_2	1605230	100	N	N	1	*	-3,2,3
SBV105_flye	contig_6	1496861	107	N	N	1	*	3,6
SBV105_flye	contig_1	1425639	119	N	N	1	*	-7,9,1,-3
SBV105_flye	contig_7	149917	220	N	Y	2	*	7
SBV105_flye	contig_10	93712	83	Y	N	1	*	10
SBV105_flye	contig_4	35616	112	N	Y	1	2	*,4,*
SBV105_flye	contig_8	4593	293	Y	Y	2	*	8
SBV106_flye	contig_1	3069568	151	N	N	1	*	-3,1,3
SBV106_flye	contig_2	1605255	128	N	N	1	*	3,2,-3
SBV106_flye	contig_6	93712	99	Y	N	1	*	6
SBV106_flye	contig_4	35616	143	N	Y	1	2	*,4,*
SBV106_flye	contig_7	4593	338	Y	Y	2	*	7
SBV107_flye	contig_1	2961886	110	N	N	1	*	-3,1,-3
SBV107_flye	contig_2	1712883	95	N	N	1	*	-3,2,-3
SBV107_flye	contig_7	93712	64	Y	N	1	*	7
SBV107_flye	contig_3	41174	22	N	Y	1	*	3
SBV107_flye	contig_4	35616	112	N	Y	1	2	*,4,*
SBV107_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV107_flye	contig_6	4593	346	Y	Y	3	*	6
SBV108_flye	contig_1	2961888	132	N	N	1	*	3,1,3
SBV108_flye	contig_2	1712898	116	N	N	1	*	3,2,3
SBV108_flye	contig_7	92824	100	Y	N	1	*	7
SBV108_flye	contig_5	35616	114	N	Y	1	2	*,5,*
SBV108_flye	contig_6	9186	170	Y	N	1	*	6
SBV109_flye	contig_1	3069540	101	N	N	1	*	3,1,-3
SBV109_flye	contig_2	1606631	88	N	N	1	*	-3,2,3
SBV109_flye	contig_6	93712	83	Y	N	1	*	6
SBV109_flye	contig_3	41188	22	N	Y	1	*	3
SBV109_flye	contig_4	35616	103	N	Y	1	2	*,4,*
SBV109_flye	contig_5	34469	20	N	Y	1	2	*,5,*
SBV110_flye	contig_1	3069540	94	N	N	1	*	3,1,-3
SBV110_flye	contig_2	1605198	78	N	N	1	*	-3,2,3
SBV110_flye	contig_6	93712	86	Y	N	1	*	6
SBV110_flye	contig_3	41182	21	N	Y	1	*	3
SBV110_flye	contig_4	35616	94	N	Y	1	2	*,4,*
SBV110_flye	contig_5	34469	20	N	Y	1	2	*,5,*
SBV110_flye	contig_7	4593	330	Y	Y	4	*	7
SBV111_flye	contig_1	3069535	66	N	N	1	*	-2,1,2
SBV111_flye	contig_5	1605253	60	N	N	1	*	2,5,-2
SBV111_flye	contig_6	93712	51	Y	N	1	*	6
SBV111_flye	contig_2	41182	21	N	Y	1	*	2
SBV111_flye	contig_4	35616	62	N	Y	1	2	*,4,*
SBV111_flye	contig_3	34476	20	N	Y	1	2	*,3,*
SBV111_flye	contig_7	9186	129	Y	Y	2	*	7
SBV112_flye	contig_2	3069535	67	N	N	1	*	-4,2,4
SBV112_flye	contig_3	1605253	60	N	N	1	*	4,3,-4
SBV112_flye	contig_7	93370	101	Y	N	2	*	7
SBV112_flye	contig_4	41178	21	N	Y	1	*	4
SBV112_flye	contig_5	35616	69	N	Y	1	2	*,5,*
SBV112_flye	contig_6	34470	20	N	Y	1	2	*,6,*
SBV112_flye	contig_1	6023	541	Y	Y	10	*	1
SBV113_flye	contig_1	3069528	91	N	N	1	*	-3,1,3
SBV113_flye	contig_2	1605252	80	N	N	1	*	3,2,-3
SBV113_flye	contig_8	93712	95	Y	N	1	*	8
SBV113_flye	contig_3	41182	21	N	Y	1	*	3
SBV113_flye	contig_5	35616	86	N	Y	1	4	*,5,*
SBV113_flye	contig_4	34469	20	N	Y	1	4	*,4,*
SBV113_flye	contig_7	33694	20	Y	Y	1	2	7
SBV113_flye	contig_6	9186	256	Y	Y	3	*	6
SBV114_flye	contig_1	3101017	91	N	N	1	*	-2,1,2
SBV114_flye	contig_5	1605271	80	N	N	1	*	2,5,-2
SBV114_flye	contig_8	93712	69	Y	N	1	*	8
SBV114_flye	contig_2	41182	21	N	Y	1	*	2
SBV114_flye	contig_3	35616	83	N	Y	1	2	*,3,*
SBV114_flye	contig_4	34470	20	N	Y	1	2	*,4,*
SBV114_flye	contig_6	4593	404	Y	Y	5	*	6
SBV114_flye	contig_7	3117	369	Y	Y	5	*	7
SBV115_flye	contig_1	3069671	91	N	N	1	*	-3,1,3
SBV115_flye	contig_2	1605253	79	N	N	1	*	3,2,-3
SBV115_flye	contig_6	93712	84	Y	N	1	*	6
SBV115_flye	contig_3	41174	22	N	Y	1	*	3
SBV115_flye	contig_4	35616	89	N	Y	1	2	*,4,*
SBV115_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV115_flye	contig_7	4593	244	Y	Y	2	*	7
SBV116_flye	contig_1	3069416	105	N	N	1	*	-2,1,2
SBV116_flye	contig_5	1605237	88	N	N	1	*	2,5,-2
SBV116_flye	contig_6	93712	84	Y	N	1	*	6
SBV116_flye	contig_2	41182	22	N	Y	1	*	2
SBV116_flye	contig_4	35616	101	N	Y	1	2	*,4,*
SBV116_flye	contig_3	34469	20	N	Y	1	2	*,3,*
SBV116_flye	contig_7	8907	102	Y	N	1	*	7
SBV117_flye	contig_1	3069526	166	N	N	1	*	-2,1,2
SBV117_flye	contig_5	1605253	143	N	N	1	*	2,5,-2
SBV117_flye	contig_7	93712	166	Y	N	1	*	7
SBV117_flye	contig_4	35616	150	N	Y	1	2	*,4,*
SBV117_flye	contig_6	4593	653	Y	Y	5	*	6
SBV118_flye	contig_1	1669712	108	N	N	1	*	-7,-8,1,4
SBV118_flye	contig_3	1605253	98	N	N	1	*	4,3,-4
SBV118_flye	contig_2	1316652	116	N	N	1	*	2,4
SBV118_flye	contig_9	93712	148	Y	N	1	*	9
SBV118_flye	contig_7	90071	213	N	Y	2	*	7
SBV118_flye	contig_5	35616	107	N	Y	1	2	*,5,*
SBV119_flye	contig_1	3069535	114	N	N	1	*	-2,1,2
SBV119_flye	contig_5	1605237	101	N	N	1	*	2,5,-2
SBV119_flye	contig_7	93712	154	Y	N	1	*	7
SBV119_flye	contig_3	35616	119	N	Y	1	2	*,3,*
SBV119_flye	contig_6	4593	3033	Y	Y	33	*	6
SBV120_flye	contig_1	4769948	88	Y	N	1	*	1
SBV120_flye	contig_2	8940	183	Y	Y	2	*	2
SBV121_flye	contig_1	3069540	187	N	N	1	*	3,1,-3
SBV121_flye	contig_2	1605261	168	N	N	1	*	-3,2,3
SBV121_flye	contig_7	93713	152	Y	N	1	*	7
SBV121_flye	contig_4	35616	183	N	Y	1	2	*,4,*
SBV121_flye	contig_6	9202	623	Y	Y	4	*	6
SBV122_flye	contig_5	3069545	134	N	N	1	*	1,5,-1
SBV122_flye	contig_2	1605237	118	N	N	1	*	-1,2,1
SBV122_flye	contig_6	93712	130	Y	N	1	*	6
SBV122_flye	contig_4	35616	129	N	Y	1	2	*,4,*
SBV122_flye	contig_7	9183	222	Y	N	2	*	7
SBV123_flye	contig_1	3069540	86	N	N	1	*	2,1,-2
SBV123_flye	contig_6	1605239	75	N	N	1	*	-2,6,2
SBV123_flye	contig_7	93694	75	Y	N	1	*	7
SBV123_flye	contig_2	41185	21	N	Y	1	*	2
SBV123_flye	contig_3	35616	82	N	Y	1	2	*,3,*
SBV123_flye	contig_4	34469	20	N	Y	1	2	*,4,*
SBV123_flye	contig_5	4593	270	Y	Y	3	*	5
SBV124_flye	contig_1	3069520	109	N	N	1	*	-2,1,2
SBV124_flye	contig_5	1605253	105	N	N	1	*	2,5,-2
SBV124_flye	contig_6	93712	93	Y	N	1	*	6
SBV124_flye	contig_2	41186	21	N	Y	1	*	2
SBV124_flye	contig_3	35616	112	N	Y	1	2	*,3,*
SBV124_flye	contig_7	9091	154	Y	N	2	*	7
SBV125_flye	contig_5	3069542	90	N	N	1	*	1,5,-1
SBV125_flye	contig_2	1605238	85	N	N	1	*	-1,2,1
SBV125_flye	contig_7	93706	60	Y	N	1	*	7
SBV125_flye	contig_1	41174	21	N	Y	1	*	1
SBV125_flye	contig_4	35616	86	N	Y	1	2	*,4,*
SBV125_flye	contig_3	34470	20	N	Y	1	2	*,3,*
SBV125_flye	contig_6	9186	50	Y	N	1	*	6
SBV127_flye	contig_1	3069533	135	N	N	1	*	-3,1,3
SBV127_flye	contig_2	1605237	117	N	N	1	*	3,2,-3
SBV127_flye	contig_7	114846	1843	Y	Y	13	*	7
SBV127_flye	contig_8	93712	115	Y	N	1	*	8
SBV127_flye	contig_5	35616	130	N	Y	1	2	*,5,*
SBV127_flye	contig_6	9186	141	Y	N	1	*	6
SBV128_flye	contig_1	3069536	64	N	N	1	*	-2,1,2
SBV128_flye	contig_5	1605259	55	N	N	1	*	2,5,-2
SBV128_flye	contig_6	93712	49	Y	N	1	*	6
SBV128_flye	contig_2	41182	20	N	Y	1	*	2
SBV128_flye	contig_4	35616	65	N	Y	1	2	*,4,*
SBV128_flye	contig_3	34469	20	N	Y	1	2	*,3,*
SBV128_flye	contig_7	4593	140	Y	Y	2	*	7
SBV129_flye	contig_7	1747605	25	N	N	1	*	3,7
SBV129_flye	contig_4	1605238	25	N	N	1	*	-3,4,3
SBV129_flye	contig_1	1296109	27	N	N	1	*	9,1,-9
SBV129_flye	contig_2	93712	26	Y	N	1	*	2
SBV129_flye	contig_3	41174	15	N	Y	1	*	3
SBV129_flye	contig_6	35616	29	N	Y	1	2	*,6,*
SBV129_flye	contig_5	33980	9	N	Y	1	2	*,5,*
SBV129_flye	contig_8	25258	25	N	N	1	*	3,8
SBV129_flye	contig_10	4593	117	Y	Y	5	*	10
SBV130_flye	contig_1	4744894	275	Y	N	1	*	1
SBV130_flye	contig_5	93712	187	Y	N	1	*	5
SBV130_flye	contig_2	34469	240	N	Y	30	2	*,2,*
SBV130_flye	contig_4	9096	240	Y	N	1	*	4
SBV132_flye	contig_6	3069542	236	N	N	1	*	2,6,-2
SBV132_flye	contig_3	1605238	227	N	N	1	*	-2,3,2
SBV132_flye	contig_7	271200	131	Y	N	1	*	7
SBV132_flye	contig_1	93712	167	Y	N	1	*	1
SBV132_flye	contig_5	35616	252	N	Y	1	2	*,5,*
SBV133_flye	contig_1	4743769	468	Y	N	1	*	1
SBV133_flye	contig_7	93712	319	Y	N	1	*	7
SBV133_flye	contig_3	35616	477	N	Y	1	6	*,3,*
SBV133_flye	contig_4	4590	973	Y	Y	2	*	4
SBV134_flye	contig_1	3069535	69	N	N	1	*	-2,1,2
SBV134_flye	contig_5	1605261	61	N	N	1	*	2,5,-2
SBV134_flye	contig_6	93712	60	Y	N	1	*	6
SBV134_flye	contig_2	41186	20	N	Y	1	*	2
SBV134_flye	contig_3	35616	68	N	Y	1	2	*,3,*
SBV134_flye	contig_4	34470	20	N	Y	1	2	*,4,*
SBV134_flye	contig_7	4593	232	Y	Y	4	*	7
SBV135_flye	contig_1	3069528	117	N	N	1	*	-3,1,3
SBV135_flye	contig_2	1604853	102	N	N	1	*	3,2,-3
SBV135_flye	contig_6	93712	97	Y	N	1	*	6
SBV135_flye	contig_4	35616	112	N	Y	1	2	*,4,*
SBV135_flye	contig_7	4593	354	Y	Y	3	*	7
SBV136_flye	contig_5	3068940	159	N	N	1	*	1,5,-1
SBV136_flye	contig_2	1605238	146	N	N	1	*	-1,2,1
SBV136_flye	contig_7	93712	228	Y	N	1	*	7
SBV136_flye	contig_4	35616	154	N	Y	1	2	*,4,*
SBV136_flye	contig_6	34303	573	Y	Y	4	*	6
SBV136_flye	contig_8	9122	244	Y	Y	1	*	8
SBV138_flye	contig_4	4497871	77	N	N	1	*	7,4,7
SBV138_flye	contig_3	209544	68	N	N	1	*	7,3,-7
SBV138_flye	contig_2	178380	52	N	N	1	*	-7,2,7
SBV138_flye	contig_1	93712	85	Y	N	1	*	1
SBV138_flye	contig_5	35616	69	N	Y	1	2	*,5,*
SBV138_flye	contig_7	35146	137	N	Y	2	*	7
SBV138_flye	contig_6	34470	20	N	Y	20	2	*,6,*
SBV138_flye	contig_8	9069	148	Y	Y	2	*	8
SBV139_flye	contig_5	3069556	43	N	N	1	*	1,5,-1
SBV139_flye	contig_2	1605240	42	N	N	1	*	-1,2,1
SBV139_flye	contig_7	106275	31	Y	N	1	*	7
SBV139_flye	contig_6	93712	26	Y	N	1	*	6
SBV139_flye	contig_1	42325	20	N	Y	1	*	1
SBV139_flye	contig_4	35616	18	N	Y	1	2	*,4,*
SBV139_flye	contig_3	34470	39	N	Y	1	2	*,3,*
SBV139_flye	contig_8	8867	88	Y	Y	2	*	8
SBV140_flye	contig_5	3069541	150	N	N	1	*	1,5,-1
SBV140_flye	contig_2	1605213	131	N	N	1	*	-1,2,1
SBV140_flye	contig_7	93077	127	Y	N	1	*	7
SBV140_flye	contig_4	35616	145	N	Y	1	2	*,4,*
SBV140_flye	contig_6	5080	277	Y	Y	2	*	6
SBV141_flye	contig_1	3069519	217	N	N	1	*	-2,1,2
SBV141_flye	contig_5	1605145	197	N	N	1	*	2,5,-2
SBV141_flye	contig_6	93718	156	Y	N	1	*	6
SBV141_flye	contig_4	35616	209	N	Y	1	2	*,4,*
SBV141_flye	contig_7	9186	307	Y	Y	1	*	7
SBV142_flye	contig_1	3069323	86	N	N	1	*	3,1,-3
SBV142_flye	contig_2	1605233	70	N	N	1	*	-3,2,3
SBV142_flye	contig_8	93712	59	Y	N	1	*	8
SBV142_flye	contig_3	41174	21	N	Y	1	*	3
SBV142_flye	contig_5	35616	84	N	Y	1	2	*,5,*
SBV142_flye	contig_4	34470	20	N	Y	1	2	*,4,*
SBV142_flye	contig_7	9191	101	Y	N	1	*	7
SBV142_flye	contig_6	5790	98	Y	N	1	*	6
SBV143_flye	contig_5	3069540	119	N	N	1	*	1,5,-1
SBV143_flye	contig_2	1605214	109	N	N	1	*	-1,2,1
SBV143_flye	contig_6	93712	89	Y	N	1	*	6
SBV143_flye	contig_4	35616	125	N	Y	1	2	*,4,*
SBV143_flye	contig_7	9189	179	Y	Y	1	*	7
SBV144_flye	contig_1	3069528	131	N	N	1	*	-2,1,2
SBV144_flye	contig_5	1645548	126	N	N	1	*	2,5,-2
SBV144_flye	contig_7	93712	113	Y	N	1	*	7
SBV144_flye	contig_3	35616	125	N	Y	1	2	*,3,*
SBV144_flye	contig_6	9186	490	Y	Y	4	*	6
SBV145_flye	contig_1	3069528	72	N	N	1	*	-3,1,3
SBV145_flye	contig_2	1605257	61	N	N	1	*	3,2,-3
SBV145_flye	contig_7	93712	49	Y	N	1	*	7
SBV145_flye	contig_3	41188	21	N	Y	1	*	3
SBV145_flye	contig_4	35616	66	N	Y	1	2	*,4,*
SBV145_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV145_flye	contig_6	9188	51	Y	N	1	*	6
SBV146_flye	contig_1	3069519	43	N	N	1	*	-3,1,3
SBV146_flye	contig_2	1605246	36	N	N	1	*	3,2,-3
SBV146_flye	contig_7	113757	1895	Y	Y	27	*	7
SBV146_flye	contig_8	93712	40	Y	N	1	*	8
SBV146_flye	contig_3	41182	19	N	Y	1	*	3
SBV146_flye	contig_5	35616	39	N	Y	1	6	*,5,*
SBV146_flye	contig_9	33288	19	Y	Y	1	4	9
SBV146_flye	contig_6	31976	18	Y	Y	1	2	6
SBV146_flye	contig_10	9186	63	Y	N	1	*	10
SBV147_flye	contig_1	3069541	42	N	N	1	*	3,1,-3
SBV147_flye	contig_2	1605230	37	N	N	1	*	-3,2,3
SBV147_flye	contig_7	93712	28	Y	N	1	*	7
SBV147_flye	contig_3	41174	20	N	Y	1	*	3
SBV147_flye	contig_5	35616	42	N	Y	1	2	*,5,*
SBV147_flye	contig_4	34470	18	N	Y	1	2	*,4,*
SBV147_flye	contig_6	4593	73	Y	Y	2	*	6
SBV148_flye	contig_1	3069540	146	N	N	1	*	3,1,-3
SBV148_flye	contig_2	1605237	142	N	N	1	*	-3,2,3
SBV148_flye	contig_7	93712	134	Y	N	1	*	7
SBV148_flye	contig_4	35616	136	N	Y	1	2	*,4,*
SBV148_flye	contig_6	9186	399	Y	Y	3	*	6
SBV150_flye	contig_1	3069546	115	N	N	1	*	3,1,-3
SBV150_flye	contig_2	1604872	108	N	N	1	*	-3,2,3
SBV150_flye	contig_7	93712	118	Y	N	1	*	7
SBV150_flye	contig_5	34469	109	N	Y	1	2	*,5,*
SBV150_flye	contig_6	4593	606	Y	Y	6	*	6
SBV151_flye	contig_1	3069020	121	N	N	1	*	-2,1,2
SBV151_flye	contig_5	1605240	117	N	N	1	*	2,5,-2
SBV151_flye	contig_7	93712	84	Y	N	1	*	7
SBV151_flye	contig_3	34469	114	N	Y	1	2	*,3,*
SBV151_flye	contig_6	4593	321	Y	Y	2	*	6
SBV152_flye	contig_1	4788951	127	Y	N	1	*	1
SBV152_flye	contig_3	93712	97	Y	N	1	*	3
SBV152_flye	contig_2	4593	447	Y	Y	4	*	2
SBV153_flye	contig_1	3069535	64	N	N	1	*	-3,1,3
SBV153_flye	contig_2	1571568	62	N	N	1	*	3,2,-3
SBV153_flye	contig_6	93712	56	Y	N	1	*	6
SBV153_flye	contig_3	41182	21	N	Y	1	*	3
SBV153_flye	contig_5	35616	70	N	Y	1	2	*,5,*
SBV153_flye	contig_4	34469	20	N	Y	1	2	*,4,*
SBV156_flye	contig_1	3069479	80	N	N	1	*	3,1,-3
SBV156_flye	contig_2	1645532	75	N	N	1	*	-3,2,3
SBV156_flye	contig_6	93712	78	Y	N	1	*	6
SBV156_flye	contig_3	42331	21	N	Y	1	*	3
SBV156_flye	contig_5	35616	20	N	Y	1	2	*,5,*
SBV156_flye	contig_4	34470	79	N	Y	1	2	*,4,*
SBV156_flye	contig_7	9186	62	Y	N	1	*	7
SBV157_flye	contig_1	3069529	114	N	N	1	*	-3,1,3
SBV157_flye	contig_2	1605249	108	N	N	1	*	3,2,-3
SBV157_flye	contig_7	93718	83	Y	N	1	*	7
SBV157_flye	contig_4	35616	108	N	Y	1	2	*,4,*
SBV157_flye	contig_6	9186	110	Y	N	1	*	6
SBV158_flye	contig_1	4788937	93	Y	N	1	*	1
SBV158_flye	contig_3	93712	66	Y	N	1	*	3
SBV158_flye	contig_2	9400	74	Y	N	1	*	2
SBV159_flye	contig_1	3069831	270	N	N	1	*	-3,1,3
SBV159_flye	contig_2	1605234	236	N	N	1	*	3,2,-3
SBV159_flye	contig_6	93717	197	Y	N	1	*	6
