isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
SBV191_flye	contig_1	3069539	120	N	N	1	*	3,1,-3
SBV191_flye	contig_2	1645539	108	N	N	1	*	-3,2,3
SBV191_flye	contig_7	93718	96	Y	N	1	*	7
SBV191_flye	contig_3	41182	23	N	Y	1	*	3
SBV191_flye	contig_4	35616	121	N	Y	1	2	*,4,*
SBV191_flye	contig_6	9185	121	Y	N	1	*	6
SBV192_flye	contig_2	3069536	184	N	N	1	*	-1,2,1
SBV192_flye	contig_5	1605239	170	N	N	1	*	1,5,-1
SBV192_flye	contig_6	93712	167	Y	N	1	*	6
SBV192_flye	contig_3	34469	185	N	Y	1	2	*,3,*
SBV192_flye	contig_7	12955	73	Y	N	1	*	7
SBV193_flye	contig_1	3069540	135	N	N	1	*	3,1,-3
SBV193_flye	contig_2	1605436	126	N	N	1	*	-3,2,3
SBV193_flye	contig_9	93712	111	Y	N	1	*	9
SBV193_flye	contig_10	89190	123	Y	N	1	*	10
SBV193_flye	contig_4	35616	140	N	Y	1	2	*,4,*
SBV193_flye	contig_8	3109	211	Y	Y	1	*	8
SBV193_flye	contig_6	2302	257	N	Y	2	4	*,6,*
SBV194_flye	contig_1	4743749	142	Y	N	1	*	1
SBV194_flye	contig_5	93718	134	Y	N	1	*	5
SBV194_flye	contig_3	35616	146	N	Y	1	2	*,3,*
SBV194_flye	contig_4	9186	170	Y	N	1	*	4
SBV195_flye	contig_1	3069535	128	N	N	1	*	-3,1,3
SBV195_flye	contig_2	1605262	102	N	N	1	*	3,2,-3
SBV195_flye	contig_6	93712	58	Y	N	1	*	6
SBV195_flye	contig_4	35616	121	N	Y	1	2	*,4,*
SBV196_flye	contig_1	3069431	134	N	N	1	*	-2,1,2
SBV196_flye	contig_5	1605234	119	N	N	1	*	2,5,-2
SBV196_flye	contig_6	93418	151	Y	N	1	*	6
SBV196_flye	contig_3	34469	128	N	Y	1	2	*,3,*
SBV196_flye	contig_7	4593	707	Y	Y	6	*	7
SBV197_flye	contig_1	3069519	235	N	N	1	*	-3,1,3
SBV197_flye	contig_2	1605251	207	N	N	1	*	3,2,-3
SBV197_flye	contig_7	93712	172	Y	N	1	*	7
SBV197_flye	contig_4	35616	227	N	Y	1	2	*,4,*
SBV197_flye	contig_6	9150	378	Y	N	2	*	6
SBV198_flye	contig_1	3069528	185	N	N	1	*	-2,1,2
SBV198_flye	contig_5	1594424	166	N	N	1	*	2,5,-2
SBV198_flye	contig_7	93712	140	Y	N	1	*	7
SBV198_flye	contig_3	34469	173	N	Y	1	2	*,3,*
SBV198_flye	contig_6	9186	322	Y	Y	2	*	6
SBV199_flye	contig_1	3069545	61	N	N	1	*	3,1,-3
SBV199_flye	contig_2	1605238	54	N	N	1	*	-3,2,3
SBV199_flye	contig_7	93712	41	Y	N	1	*	7
SBV199_flye	contig_3	41174	21	N	Y	1	*	3
SBV199_flye	contig_5	35616	65	N	Y	1	2	*,5,*
SBV199_flye	contig_4	34471	20	N	Y	1	2	*,4,*
SBV199_flye	contig_6	9192	128	Y	Y	2	*	6
SBV200_flye	contig_2	3069668	117	N	N	1	*	3,2,-3
SBV200_flye	contig_1	1605206	102	N	N	1	*	-3,1,3
SBV200_flye	contig_6	93712	76	Y	N	1	*	6
SBV200_flye	contig_3	41184	22	N	Y	1	*	3
SBV200_flye	contig_4	35616	115	N	Y	1	2	*,4,*
SBV200_flye	contig_7	4593	387	Y	Y	3	*	7
SBV201_flye	contig_1	3069539	169	N	N	1	*	2,1,-2
SBV201_flye	contig_6	1605237	140	N	N	1	*	-2,6,2
SBV201_flye	contig_8	93712	113	Y	N	1	*	8
SBV201_flye	contig_3	35616	159	N	Y	1	2	*,3,*
SBV201_flye	contig_7	9145	153	Y	N	1	*	7
SBV201_flye	contig_9	2656	477	N	Y	2	*	9
SBV201_flye	contig_5	1095	506	N	Y	4	*	5
SBV202_flye	contig_1	3069526	150	N	N	1	*	-3,1,3
SBV202_flye	contig_2	1605252	127	N	N	1	*	3,2,-3
SBV202_flye	contig_7	93721	95	Y	N	1	*	7
SBV202_flye	contig_4	35616	144	N	Y	1	2	*,4,*
SBV202_flye	contig_6	9187	117	Y	N	1	*	6
SBV203_flye	contig_1	3069119	123	N	N	1	*	-2,1,2
SBV203_flye	contig_5	1605253	107	N	N	1	*	2,5,-2
SBV203_flye	contig_7	93712	93	Y	N	1	*	7
SBV203_flye	contig_4	35616	127	N	Y	1	2	*,4,*
SBV203_flye	contig_6	9150	148	Y	Y	1	*	6
SBV204_flye	contig_1	3069542	98	N	N	1	*	2,1,-2
SBV204_flye	contig_5	1605237	83	N	N	1	*	-2,5,2
SBV204_flye	contig_6	93712	74	Y	N	1	*	6
SBV204_flye	contig_2	41185	21	N	Y	1	*	2
SBV204_flye	contig_3	35616	96	N	Y	1	2	*,3,*
SBV204_flye	contig_4	34469	20	N	Y	1	2	*,4,*
SBV204_flye	contig_7	9171	128	Y	N	2	*	7
SBV205_flye	contig_1	3069535	237	N	N	1	*	-3,1,3
SBV205_flye	contig_2	1605270	191	N	N	1	*	3,2,-3
SBV205_flye	contig_7	93712	194	Y	N	1	*	7
SBV205_flye	contig_4	35616	227	N	Y	1	2	*,4,*
SBV205_flye	contig_6	9186	288	Y	N	1	*	6
SBV206_flye	contig_1	3069519	187	N	N	1	*	-2,1,2
SBV206_flye	contig_5	1605252	169	N	N	1	*	2,5,-2
SBV206_flye	contig_7	93703	249	Y	N	1	*	7
SBV206_flye	contig_4	34470	176	N	Y	1	2	*,4,*
SBV206_flye	contig_6	9186	862	Y	Y	4	*	6
SBV207_flye	contig_1	4744889	75	Y	N	1	*	1
SBV207_flye	contig_4	106213	55	Y	N	1	*	4
SBV207_flye	contig_2	93712	61	Y	N	1	*	2
SBV207_flye	contig_3	4593	411	Y	Y	6	*	3
SBV208_flye	contig_1	3069412	110	N	N	1	*	-2,1,2
SBV208_flye	contig_5	1605245	95	N	N	1	*	2,5,-2
SBV208_flye	contig_7	93712	78	Y	N	1	*	7
SBV208_flye	contig_2	41177	22	N	Y	1	*	2
SBV208_flye	contig_3	35616	107	N	Y	1	2	*,3,*
SBV208_flye	contig_4	34470	21	N	Y	1	2	*,4,*
SBV208_flye	contig_6	4593	388	Y	Y	3	*	6
SBV209_flye	contig_3	3069538	176	N	N	1	*	-4,3,4
SBV209_flye	contig_7	1605252	153	N	N	1	*	4,7,-4
SBV209_flye	contig_9	93712	85	Y	N	1	*	9
SBV209_flye	contig_10	87360	91	Y	N	1	*	10
SBV209_flye	contig_5	35616	167	N	Y	1	4	*,5,*
SBV209_flye	contig_8	9034	143	Y	N	1	*	8
SBV209_flye	contig_2	5481	135	N	Y	1	2	*,2,*
SBV210_flye	contig_3	1644714	209	N	N	1	*	4,3,-4
SBV210_flye	contig_2	1497040	227	N	N	1	*	-4,2
SBV210_flye	contig_1	1435609	244	N	N	1	*	-8,-9,1,4
SBV210_flye	contig_8	149635	447	N	Y	2	*	8
SBV210_flye	contig_10	93712	188	Y	N	1	*	10
SBV210_flye	contig_5	35616	237	N	Y	1	2	*,5,*
SBV210_flye	contig_7	9604	284	Y	N	1	*	7
SBV211_flye	contig_3	1652007	131	N	N	1	*	-5,3
SBV211_flye	contig_1	1605255	117	N	N	1	*	5,1,-5
SBV211_flye	contig_2	1306492	138	N	N	1	*	-5,2,8,-4
SBV211_flye	contig_10	93712	99	Y	N	1	*	10
SBV211_flye	contig_4	89942	251	N	Y	2	*	4
SBV211_flye	contig_7	35616	128	N	Y	1	2	*,7,*
SBV211_flye	contig_9	9188	128	Y	N	1	*	9
SBV212_flye	contig_1	4744883	111	Y	N	1	*	1
SBV212_flye	contig_3	93712	115	Y	N	1	*	3
SBV212_flye	contig_2	9184	223	Y	Y	2	*	2
SBV213_flye	contig_1	4744894	194	Y	N	1	*	1
SBV213_flye	contig_2	93712	143	Y	N	1	*	2
SBV213_flye	contig_3	4584	585	Y	Y	4	*	3
SBV214_flye	contig_1	4745032	153	Y	N	1	*	1
SBV214_flye	contig_3	93712	115	Y	N	1	*	3
SBV214_flye	contig_2	8683	166	Y	N	1	*	2
SBV215_flye	contig_1	4858117	28	Y	N	1	*	1
SBV215_flye	contig_2	86832	25	Y	N	1	*	2
SBV216_flye	contig_2	3069375	52	N	N	1	*	-3,2,3
SBV216_flye	contig_6	1605230	42	N	N	1	*	3,6,-3
SBV216_flye	contig_8	93721	32	Y	N	1	*	8
SBV216_flye	contig_3	41178	19	N	Y	1	*	3
SBV216_flye	contig_4	35616	49	N	Y	1	4	*,4,*
SBV216_flye	contig_5	34470	14	N	Y	1	4	*,5,*
SBV216_flye	contig_9	8980	72	Y	N	2	*	9
SBV216_flye	contig_7	5199	39	N	Y	1	2	*,7,*
SBV217_flye	contig_1	4744879	168	Y	N	1	*	1
SBV217_flye	contig_3	93712	130	Y	N	1	*	3
SBV217_flye	contig_2	4593	653	Y	Y	5	*	2
SBV219_flye	contig_5	3069528	237	N	N	1	*	1,5,-1
SBV219_flye	contig_2	1605243	205	N	N	1	*	-1,2,1
SBV219_flye	contig_7	93712	176	Y	N	1	*	7
SBV219_flye	contig_3	35616	233	N	Y	1	2	*,3,*
SBV219_flye	contig_6	9186	291	Y	N	1	*	6
SBV220_flye	contig_1	3069535	172	N	N	1	*	-3,1,3
SBV220_flye	contig_2	1605277	153	N	N	1	*	3,2,-3
SBV220_flye	contig_6	93721	118	Y	N	1	*	6
SBV220_flye	contig_4	35616	168	N	Y	1	2	*,4,*
SBV220_flye	contig_7	9002	161	Y	N	1	*	7
SBV221_flye	contig_1	3069526	133	N	N	1	*	-2,1,2
SBV221_flye	contig_5	1605387	113	N	N	1	*	2,5,-2
SBV221_flye	contig_6	93712	104	Y	N	1	*	6
SBV221_flye	contig_4	35616	132	N	Y	1	2	*,4,*
SBV221_flye	contig_7	9188	151	Y	N	1	*	7
SBV222_flye	contig_1	4744890	105	Y	N	1	*	1
SBV222_flye	contig_3	93721	86	Y	N	1	*	3
SBV222_flye	contig_2	9185	110	Y	N	1	*	2
SBV223_flye	contig_1	4809125	123	Y	N	1	*	1
SBV223_flye	contig_4	93745	106	Y	N	1	*	4
SBV223_flye	contig_5	32598	270	Y	Y	2	*	5
SBV224_flye	contig_2	3069519	201	N	N	1	*	-3,2,3
SBV224_flye	contig_1	1605255	177	N	N	1	*	3,1,-3
SBV224_flye	contig_9	93712	112	Y	N	1	*	9
SBV224_flye	contig_10	89007	170	Y	N	1	*	10
SBV224_flye	contig_5	35616	198	N	Y	1	2	*,5,*
SBV224_flye	contig_6	4261	426	Y	Y	2	*	6
SBV225_flye	contig_4	3104706	240	N	N	1	*	-1,4,1
SBV225_flye	contig_3	1605264	223	N	N	1	*	1,3,-1
SBV225_flye	contig_6	93712	165	Y	N	1	*	6
SBV225_flye	contig_1	41173	48	N	Y	1	*	1
SBV225_flye	contig_5	35616	231	N	Y	1	2	*,5,*
SBV225_flye	contig_7	9185	219	Y	N	1	*	7
SBV226_flye	contig_1	3069535	89	N	N	1	*	-3,1,3
SBV226_flye	contig_2	1605245	78	N	N	1	*	3,2,-3
SBV226_flye	contig_7	93712	62	Y	N	1	*	7
SBV226_flye	contig_3	42321	21	N	Y	1	*	3
SBV226_flye	contig_4	35622	20	N	Y	1	2	*,4,*
SBV226_flye	contig_5	34470	86	N	Y	1	2	*,5,*
SBV226_flye	contig_6	13077	18	Y	N	1	*	6
SBV227_flye	contig_1	3069542	61	N	N	1	*	3,1,-3
SBV227_flye	contig_2	1605232	53	N	N	1	*	-3,2,3
SBV227_flye	contig_7	93712	54	Y	N	1	*	7
SBV227_flye	contig_3	41174	20	N	Y	1	*	3
SBV227_flye	contig_4	35616	57	N	Y	1	2	*,4,*
SBV227_flye	contig_5	34474	20	N	Y	1	2	*,5,*
SBV227_flye	contig_6	4581	225	Y	Y	5	*	6
SBV228_flye	contig_1	3069535	74	N	N	1	*	-3,1,3
SBV228_flye	contig_2	1605233	64	N	N	1	*	3,2,-3
SBV228_flye	contig_6	93713	47	Y	N	1	*	6
SBV228_flye	contig_3	41182	21	N	Y	1	*	3
SBV228_flye	contig_5	35616	77	N	Y	1	2	*,5,*
SBV228_flye	contig_4	34469	20	N	Y	1	2	*,4,*
SBV228_flye	contig_7	4593	150	Y	Y	2	*	7
SBV229_flye	contig_2	1652142	113	N	N	1	*	2,4
SBV229_flye	contig_7	1605252	99	N	N	1	*	4,7,-4
SBV229_flye	contig_1	1331611	121	N	N	1	*	3,-8,1,4
SBV229_flye	contig_9	93712	85	Y	N	1	*	9
SBV229_flye	contig_3	89942	227	N	Y	2	*	3
SBV229_flye	contig_6	35616	121	N	Y	1	2	*,6,*
SBV229_flye	contig_10	9186	132	Y	N	1	*	10
SBV230_flye	contig_1	3069275	127	N	N	1	*	3,1,-3
SBV230_flye	contig_2	1605225	108	N	N	1	*	-3,2,3
SBV230_flye	contig_6	93700	79	Y	N	1	*	6
SBV230_flye	contig_5	35616	126	N	Y	1	2	*,5,*
SBV230_flye	contig_7	9187	117	Y	N	1	*	7
SBV231_flye	contig_5	3069545	91	N	N	1	*	1,5,-1
SBV231_flye	contig_2	1605231	76	N	N	1	*	-1,2,1
SBV231_flye	contig_7	93712	75	Y	N	1	*	7
SBV231_flye	contig_1	42323	21	N	Y	1	*	1
SBV231_flye	contig_4	35616	20	N	Y	1	2	*,4,*
SBV231_flye	contig_3	34470	88	N	Y	1	2	*,3,*
SBV231_flye	contig_6	4593	261	Y	Y	4	*	6
SBV232_flye	contig_1	3069535	262	N	N	1	*	-3,1,3
SBV232_flye	contig_2	1605275	229	N	N	1	*	3,2,-3
SBV232_flye	contig_6	93712	210	Y	N	1	*	6
SBV232_flye	contig_5	34470	244	N	Y	1	2	*,5,*
SBV232_flye	contig_7	9186	205	Y	N	1	*	7
SBV233_flye	contig_1	3069528	214	N	N	1	*	-2,1,2
SBV233_flye	contig_5	1605455	182	N	N	1	*	2,5,-2
SBV233_flye	contig_8	93712	193	Y	N	1	*	8
SBV233_flye	contig_4	35616	207	N	Y	1	2	*,4,*
SBV233_flye	contig_6	3777	712	N	Y	3	*	6
SBV233_flye	contig_7	816	735	N	Y	3	*	7
SBV236_flye	contig_1	3069580	66	N	N	1	*	-3,1,3
SBV236_flye	contig_2	1605245	57	N	N	1	*	3,2,-3
SBV236_flye	contig_6	93712	54	Y	N	1	*	6
SBV236_flye	contig_3	41189	20	N	Y	1	*	3
SBV236_flye	contig_4	35616	62	N	Y	1	2	*,4,*
SBV236_flye	contig_5	34471	20	N	Y	1	2	*,5,*
SBV236_flye	contig_7	4593	213	Y	Y	3	*	7
SBV237_flye	contig_1	4744902	88	Y	N	1	*	1
SBV237_flye	contig_4	93712	55	Y	N	1	*	4
SBV237_flye	contig_3	35373	20	N	Y	1	2	*,3,*
SBV237_flye	contig_2	34469	56	N	Y	56	2	*,2,*
SBV237_flye	contig_5	9133	128	Y	N	1	*	5
SBV238_flye	contig_1	3069536	114	N	N	1	*	-4,1,4
SBV238_flye	contig_2	1605251	98	N	N	1	*	4,2,-4
SBV238_flye	contig_8	93712	73	Y	N	1	*	8
SBV238_flye	contig_4	41178	22	N	Y	1	*	4
SBV238_flye	contig_5	35616	111	N	Y	1	2	*,5,*
SBV238_flye	contig_6	34470	21	N	Y	1	2	*,6,*
SBV238_flye	contig_7	9186	136	Y	N	1	*	7
SBV239_flye	contig_1	4743764	100	Y	N	1	*	1
SBV239_flye	contig_6	93715	55	Y	N	1	*	6
SBV239_flye	contig_2	35616	93	N	Y	1	2	*,2,*
SBV239_flye	contig_3	34470	20	N	Y	20	2	*,3,*
SBV239_flye	contig_7	9186	144	Y	N	1	*	7
SBV239_flye	contig_5	2281	35	N	Y	1	4	*,5,*
SBV241_flye	contig_1	3069528	143	N	N	1	*	3,1,-3
SBV241_flye	contig_2	1605238	120	N	N	1	*	-3,2,3
SBV241_flye	contig_7	93712	88	Y	N	1	*	7
SBV241_flye	contig_5	35616	124	N	Y	1	2	*,5,*
SBV241_flye	contig_6	9108	171	Y	N	1	*	6
SBV242_flye	contig_1	3069589	109	N	N	1	*	-2,1,2
SBV242_flye	contig_5	1605259	99	N	N	1	*	2,5,-2
SBV242_flye	contig_8	93673	72	Y	N	1	*	8
SBV242_flye	contig_2	42333	22	N	Y	1	*	2
SBV242_flye	contig_3	34469	104	N	Y	1	2	*,3,*
SBV242_flye	contig_7	9188	124	Y	N	1	*	7
SBV242_flye	contig_6	2064	902	Y	Y	11	*	6
SBV243_flye	contig_1	4788939	137	Y	N	1	*	1
SBV243_flye	contig_3	93703	149	Y	N	1	*	3
SBV243_flye	contig_2	9186	273	Y	Y	2	*	2
SBV244_flye	contig_1	4744540	133	Y	N	1	*	1
SBV244_flye	contig_5	93703	175	Y	N	1	*	5
SBV244_flye	contig_2	58875	519	N	Y	4	*	2,*
SBV244_flye	contig_6	40643	396	Y	Y	3	*	6
SBV244_flye	contig_3	13107	448	N	Y	4	*	3
SBV244_flye	contig_7	9186	225	Y	N	2	*	7
SBV244_flye	contig_4	6190	188	Y	N	1	*	4
SBV245_flye	contig_1	3069536	197	N	N	1	*	-3,1,3
SBV245_flye	contig_2	1605247	179	N	N	1	*	3,2,-3
SBV245_flye	contig_6	93712	175	Y	N	1	*	6
SBV245_flye	contig_7	42928	288	Y	N	2	*	7
SBV245_flye	contig_5	34470	187	N	Y	1	2	*,5,*
SBV245_flye	contig_8	9198	164	Y	N	1	*	8
SBV246_flye	contig_1	3069528	39	N	N	1	*	-2,1,2
SBV246_flye	contig_5	1605253	37	N	N	1	*	2,5,-2
SBV246_flye	contig_6	93721	36	Y	N	1	*	6
SBV246_flye	contig_2	42321	20	N	Y	1	*	2
SBV246_flye	contig_3	35617	16	N	Y	1	2	*,3,*
SBV246_flye	contig_4	34470	36	N	Y	1	2	*,4,*
SBV246_flye	contig_7	8962	54	Y	N	2	*	7
SBV247_flye	contig_5	3099532	56	N	N	1	*	1,5,-1
SBV247_flye	contig_2	1605213	51	N	N	1	*	-1,2,1
SBV247_flye	contig_7	93721	44	Y	N	1	*	7
SBV247_flye	contig_1	41174	21	N	Y	1	*	1
SBV247_flye	contig_4	35616	50	N	Y	1	2	*,4,*
SBV247_flye	contig_3	34470	19	N	Y	1	2	*,3,*
SBV247_flye	contig_6	8832	40	Y	N	1	*	6
SBV247_flye	contig_8	6219	127	Y	Y	3	*	8
SBV249_flye	contig_1	3069528	52	N	N	1	*	-3,1,3
SBV249_flye	contig_2	1605255	45	N	N	1	*	3,2,-3
SBV249_flye	contig_6	93712	38	Y	N	1	*	6
SBV249_flye	contig_3	41177	20	N	Y	1	*	3
SBV249_flye	contig_4	35616	53	N	Y	1	2	*,4,*
SBV249_flye	contig_5	34470	19	N	Y	1	2	*,5,*
SBV249_flye	contig_7	4593	132	Y	Y	2	*	7
SBV251_flye	contig_1	3069540	114	N	N	1	*	3,1,-3
SBV251_flye	contig_2	1605230	101	N	N	1	*	-3,2,3
SBV251_flye	contig_6	93703	95	Y	N	1	*	6
SBV251_flye	contig_3	42329	22	N	Y	1	*	3
SBV251_flye	contig_5	34469	102	N	Y	1	2	*,5,*
SBV251_flye	contig_7	4593	234	Y	Y	2	*	7
SBV252_flye	contig_1	3069529	104	N	N	1	*	-2,1,2
SBV252_flye	contig_5	1605175	98	N	N	1	*	2,5,-2
SBV252_flye	contig_7	93712	110	Y	N	1	*	7
SBV252_flye	contig_8	42928	171	Y	N	2	*	8
SBV252_flye	contig_2	41182	21	N	Y	1	*	2
SBV252_flye	contig_4	35616	110	N	Y	1	2	*,4,*
SBV252_flye	contig_3	34469	20	N	Y	1	2	*,3,*
SBV252_flye	contig_6	9186	147	Y	N	2	*	6
SBV253_flye	contig_1	3069665	108	N	N	1	*	-2,1,2
SBV253_flye	contig_5	1605229	96	N	N	1	*	2,5,-2
SBV253_flye	contig_6	93712	79	Y	N	1	*	6
SBV253_flye	contig_2	41182	22	N	Y	1	*	2
SBV253_flye	contig_4	35616	96	N	Y	1	2	*,4,*
SBV253_flye	contig_3	34469	20	N	Y	1	2	*,3,*
SBV253_flye	contig_7	9164	105	Y	N	1	*	7
