isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
AG1319_P4_017_SBV287_flye	contig_6	9192	51	Y	N	1	*	6
AG1319_P4_018_SBV288_flye	contig_1	4745169	143	Y	N	1	*	1
AG1319_P4_018_SBV288_flye	contig_2	93700	144	Y	N	1	*	2
AG1319_P4_020_SBV290_flye	contig_1	4744841	380	Y	N	1	*	1
AG1319_P4_020_SBV290_flye	contig_3	93712	393	Y	N	1	*	3
AG1319_P4_020_SBV290_flye	contig_2	9186	134	Y	N	1	*	2
AG1319_P4_021_SBV291_flye	contig_1	4744778	474	Y	N	1	*	1
AG1319_P4_021_SBV291_flye	contig_2	93706	531	Y	N	1	*	2
AG1319_P4_022_SBV292_flye	contig_5	3069545	134	N	N	1	*	1,5,-1
AG1319_P4_022_SBV292_flye	contig_2	1605240	117	N	N	1	*	-1,2,1
AG1319_P4_022_SBV292_flye	contig_6	93712	105	Y	N	1	*	6
AG1319_P4_022_SBV292_flye	contig_4	35616	144	N	Y	1	2	*,4,*
AG1319_P4_022_SBV292_flye	contig_7	9186	118	Y	N	1	*	7
AG1319_P4_023_SBV293_flye	contig_1	4744808	163	Y	N	1	*	1
AG1319_P4_023_SBV293_flye	contig_2	93712	137	Y	N	1	*	2
AG1319_P4_023_SBV293_flye	contig_3	4593	81	Y	Y	2	*	3
AG1319_P4_024_SBV294_flye	contig_1	4737724	211	Y	N	1	*	1
AG1319_P4_024_SBV294_flye	contig_2	93712	204	Y	N	1	*	2
AG1319_P4_025_SBV295_flye	contig_1	4744883	329	Y	N	1	*	1
AG1319_P4_025_SBV295_flye	contig_3	93712	382	Y	N	1	*	3
AG1319_P4_025_SBV295_flye	contig_2	41586	674	Y	N	2	*	2
AG1319_P4_025_SBV295_flye	contig_4	4653	199	Y	Y	1	*	4
AG1319_P4_026_SBV296_flye	contig_1	4744892	164	Y	N	1	*	1
AG1319_P4_026_SBV296_flye	contig_3	93721	155	Y	N	1	*	3
AG1319_P4_026_SBV296_flye	contig_2	9166	39	Y	Y	1	*	2
AG1319_P4_027_SBV297_flye	contig_1	4744890	331	Y	N	1	*	1
AG1319_P4_027_SBV297_flye	contig_2	93712	297	Y	N	1	*	2
AG1319_P4_027_SBV297_flye	contig_3	4593	254	Y	Y	1	*	3
AG1319_P4_028_SBV298_flye	contig_1	4789044	486	Y	N	1	*	1
AG1319_P4_028_SBV298_flye	contig_2	93708	477	Y	N	1	*	2
AG1319_P4_028_SBV298_flye	contig_3	91027	565	Y	N	1	*	3
AG1319_P4_028_SBV298_flye	contig_4	9186	205	Y	N	1	*	4
AG1319_P4_032_SBV302_flye	contig_1	3069528	233	N	N	1	*	-2,1,2
AG1319_P4_032_SBV302_flye	contig_5	1605245	201	N	N	1	*	2,5,-2
AG1319_P4_032_SBV302_flye	contig_7	93724	201	Y	N	1	*	7
AG1319_P4_032_SBV302_flye	contig_4	35616	230	N	Y	1	2	*,4,*
AG1319_P4_032_SBV302_flye	contig_6	9929	298	Y	N	1	*	6
AG1319_P4_033_SBV304_flye	contig_1	4786363	81	Y	N	1	*	1
AG1319_P4_033_SBV304_flye	contig_2	93816	91	Y	N	1	*	2
AG1319_P4_034_SBV305_flye	contig_2	3069362	132	N	N	1	*	-3,2,3
AG1319_P4_034_SBV305_flye	contig_1	1605231	120	N	N	1	*	3,1,-3
AG1319_P4_034_SBV305_flye	contig_7	93712	102	Y	N	1	*	7
AG1319_P4_034_SBV305_flye	contig_5	35616	136	N	Y	1	2	*,5,*
AG1319_P4_034_SBV305_flye	contig_6	9186	61	Y	N	1	*	6
AG1319_P4_035_SBV306_flye	contig_1	3069525	72	N	N	1	*	3,1,-3
AG1319_P4_035_SBV306_flye	contig_2	1605248	60	N	N	1	*	-3,2,3
AG1319_P4_035_SBV306_flye	contig_7	122010	61	Y	N	1	*	7
AG1319_P4_035_SBV306_flye	contig_8	93712	60	Y	N	1	*	8
AG1319_P4_035_SBV306_flye	contig_3	41184	21	N	Y	1	*	3
AG1319_P4_035_SBV306_flye	contig_4	35616	72	N	Y	1	2	*,4,*
AG1319_P4_035_SBV306_flye	contig_5	34472	20	N	Y	1	2	*,5,*
AG1319_P4_035_SBV306_flye	contig_6	9083	41	Y	N	1	*	6
AG1319_P4_036_SBV307_flye	contig_1	3069528	57	N	N	1	*	-2,1,2
AG1319_P4_036_SBV307_flye	contig_5	1605255	48	N	N	1	*	2,5,-2
AG1319_P4_036_SBV307_flye	contig_7	93712	70	Y	N	1	*	7
AG1319_P4_036_SBV307_flye	contig_2	41182	20	N	Y	1	*	2
AG1319_P4_036_SBV307_flye	contig_4	35616	62	N	Y	1	2	*,4,*
AG1319_P4_036_SBV307_flye	contig_3	34469	19	N	Y	1	2	*,3,*
AG1319_P4_036_SBV307_flye	contig_6	8646	42	Y	N	1	*	6
AG1319_P4_037_SBV308_flye	contig_1	3069547	116	N	N	1	*	3,1,-3
AG1319_P4_037_SBV308_flye	contig_2	1598059	95	N	N	1	*	-3,2,3
AG1319_P4_037_SBV308_flye	contig_6	93712	80	Y	N	1	*	6
AG1319_P4_037_SBV308_flye	contig_3	41186	21	N	Y	1	*	3
AG1319_P4_037_SBV308_flye	contig_4	35616	120	N	Y	1	2	*,4,*
AG1319_P4_037_SBV308_flye	contig_7	8868	66	Y	N	1	*	7
AG1319_P4_038_SBV309_flye	contig_6	1575319	13	N	N	1	*	*,6
AG1319_P4_038_SBV309_flye	contig_5	1115234	13	N	N	1	*	5,*
AG1319_P4_038_SBV309_flye	contig_3	556055	10	N	N	1	*	*,3
AG1319_P4_038_SBV309_flye	contig_9	380127	11	N	N	1	*	9,*
AG1319_P4_038_SBV309_flye	contig_4	249255	10	N	N	1	*	4,*
AG1319_P4_038_SBV309_flye	contig_10	182726	12	N	N	1	*	*,10,*
AG1319_P4_038_SBV309_flye	contig_19	170911	8	N	N	1	*	*,19,*
AG1319_P4_038_SBV309_flye	contig_16	145601	9	N	N	1	*	*,16,*
AG1319_P4_038_SBV309_flye	contig_8	119673	15	N	N	1	*	*,8
AG1319_P4_038_SBV309_flye	contig_21	93728	11	Y	N	1	*	21
AG1319_P4_038_SBV309_flye	contig_18	67261	9	N	N	1	*	*,18,*
AG1319_P4_038_SBV309_flye	contig_11	55257	9	N	N	1	*	*,11,*
AG1319_P4_038_SBV309_flye	contig_2	35889	13	N	Y	1	2	*,2,*
AG1319_P4_038_SBV309_flye	contig_7	34137	14	N	N	1	*	*,7,*
AG1319_P4_038_SBV309_flye	contig_1	32377	3	N	Y	1	2	*,1,*
AG1319_P4_038_SBV309_flye	contig_17	32217	8	N	N	1	*	*,17,*
AG1319_P4_038_SBV309_flye	contig_15	13532	7	N	N	1	*	*,15,*
AG1319_P4_038_SBV309_flye	contig_12	10850	7	N	Y	1	4	*,12,*
AG1319_P4_038_SBV309_flye	contig_20	4593	36	Y	Y	3	*	20
AG1319_P4_039_SBV310_flye	contig_5	3069540	107	N	N	1	*	1,5,-1
AG1319_P4_039_SBV310_flye	contig_2	1605242	93	N	N	1	*	-1,2,1
AG1319_P4_039_SBV310_flye	contig_7	93712	80	Y	N	1	*	7
AG1319_P4_039_SBV310_flye	contig_1	41174	21	N	Y	1	*	1
AG1319_P4_039_SBV310_flye	contig_4	35616	113	N	Y	1	2	*,4,*
AG1319_P4_039_SBV310_flye	contig_3	34470	20	N	Y	1	2	*,3,*
AG1319_P4_039_SBV310_flye	contig_6	4593	201	Y	Y	2	*	6
AG1319_P4_040_SBV311_flye	contig_1	4744769	198	Y	N	1	*	1
AG1319_P4_040_SBV311_flye	contig_3	93721	174	Y	N	1	*	3
AG1319_P4_040_SBV311_flye	contig_2	9186	91	Y	N	1	*	2
AG1319_P4_041_SBV312_flye	contig_1	3069536	82	N	N	1	*	-3,1,3
AG1319_P4_041_SBV312_flye	contig_2	1605252	76	N	N	1	*	3,2,-3
AG1319_P4_041_SBV312_flye	contig_6	93712	75	Y	N	1	*	6
AG1319_P4_041_SBV312_flye	contig_3	41189	21	N	Y	1	*	3
AG1319_P4_041_SBV312_flye	contig_4	35616	79	N	Y	1	2	*,4,*
AG1319_P4_041_SBV312_flye	contig_5	34470	20	N	Y	1	2	*,5,*
AG1319_P4_042_SBV313_flye	contig_1	4818862	93	Y	N	1	*	1
AG1319_P4_043_SBV314_flye	contig_1	3069540	117	N	N	1	*	3,1,-3
AG1319_P4_043_SBV314_flye	contig_2	1605244	96	N	N	1	*	-3,2,3
AG1319_P4_043_SBV314_flye	contig_7	93712	86	Y	N	1	*	7
AG1319_P4_043_SBV314_flye	contig_3	41174	21	N	Y	1	*	3
AG1319_P4_043_SBV314_flye	contig_5	35616	105	N	Y	1	2	*,5,*
AG1319_P4_043_SBV314_flye	contig_6	9166	54	Y	N	1	*	6
AG1319_P4_044_SBV315_flye	contig_1	3069520	196	N	N	1	*	-2,1,2
AG1319_P4_044_SBV315_flye	contig_5	1605229	174	N	N	1	*	2,5,-2
AG1319_P4_044_SBV315_flye	contig_7	93700	187	Y	N	1	*	7
AG1319_P4_044_SBV315_flye	contig_8	45170	398	Y	Y	2	*	8
AG1319_P4_044_SBV315_flye	contig_4	35616	200	N	Y	1	2	*,4,*
AG1319_P4_044_SBV315_flye	contig_6	9186	172	Y	N	1	*	6
AG1319_P4_045_SBV316_flye	contig_1	3069320	220	N	N	1	*	-2,1,2
AG1319_P4_045_SBV316_flye	contig_5	1605259	183	N	N	1	*	2,5,-2
AG1319_P4_045_SBV316_flye	contig_7	93721	145	Y	N	1	*	7
AG1319_P4_045_SBV316_flye	contig_3	35616	210	N	Y	1	2	*,3,*
AG1319_P4_045_SBV316_flye	contig_6	9187	173	Y	N	1	*	6
AG1319_P4_046_SBV317_flye	contig_1	3069539	147	N	N	1	*	3,1,-3
AG1319_P4_046_SBV317_flye	contig_2	1605237	125	N	N	1	*	-3,2,3
AG1319_P4_046_SBV317_flye	contig_7	93712	106	Y	N	1	*	7
AG1319_P4_046_SBV317_flye	contig_4	35616	139	N	Y	1	2	*,4,*
AG1319_P4_046_SBV317_flye	contig_6	9326	100	Y	N	1	*	6
AG1319_P4_047_SBV318_flye	contig_1	3069516	142	N	N	1	*	-2,1,2
AG1319_P4_047_SBV318_flye	contig_5	1605252	117	N	N	1	*	2,5,-2
AG1319_P4_047_SBV318_flye	contig_7	93721	83	Y	N	1	*	7
AG1319_P4_047_SBV318_flye	contig_4	35616	125	N	Y	1	2	*,4,*
AG1319_P4_047_SBV318_flye	contig_6	4593	188	Y	Y	1	*	6
AG1319_P4_048_SBV319_flye	contig_2	3069600	63	N	N	1	*	3,2,-3
AG1319_P4_048_SBV319_flye	contig_1	1605228	56	N	N	1	*	-3,1,3
AG1319_P4_048_SBV319_flye	contig_7	93718	57	Y	N	1	*	7
AG1319_P4_048_SBV319_flye	contig_8	42925	108	Y	N	2	*	8
AG1319_P4_048_SBV319_flye	contig_3	41184	21	N	Y	1	*	3
AG1319_P4_048_SBV319_flye	contig_4	35616	68	N	Y	1	2	*,4,*
AG1319_P4_048_SBV319_flye	contig_5	34469	20	N	Y	1	2	*,5,*
AG1319_P4_048_SBV319_flye	contig_6	8393	46	Y	N	1	*	6
AG1319_P4_049_SBV320_flye	contig_1	3069538	46	N	N	1	*	3,1,-3
AG1319_P4_049_SBV320_flye	contig_2	1605224	40	N	N	1	*	-3,2,3
AG1319_P4_049_SBV320_flye	contig_7	93712	53	Y	N	1	*	7
AG1319_P4_049_SBV320_flye	contig_3	42329	19	N	Y	1	*	3
AG1319_P4_049_SBV320_flye	contig_4	35616	18	N	Y	1	2	*,4,*
AG1319_P4_049_SBV320_flye	contig_5	34469	45	N	Y	1	2	*,5,*
AG1319_P4_049_SBV320_flye	contig_6	4593	120	Y	Y	3	*	6
AG1319_P4_050_SBV321_flye	contig_4	3069545	136	N	N	1	*	1,4,-1
AG1319_P4_050_SBV321_flye	contig_2	1605268	105	N	N	1	*	-1,2,1
AG1319_P4_050_SBV321_flye	contig_7	93712	104	Y	N	1	*	7
AG1319_P4_050_SBV321_flye	contig_6	34470	113	N	Y	1	2	*,6,*
AG1319_P4_050_SBV321_flye	contig_5	4593	132	Y	Y	1	*	5
AG1319_P4_051_SBV322_flye	contig_5	3069545	105	N	N	1	*	2,5,-2
AG1319_P4_051_SBV322_flye	contig_1	1605242	91	N	N	1	*	-2,1,2
AG1319_P4_051_SBV322_flye	contig_6	93712	85	Y	N	1	*	6
AG1319_P4_051_SBV322_flye	contig_2	41174	22	N	Y	1	*	2
AG1319_P4_051_SBV322_flye	contig_4	35616	110	N	Y	1	2	*,4,*
AG1319_P4_051_SBV322_flye	contig_3	34470	20	N	Y	1	2	*,3,*
AG1319_P4_051_SBV322_flye	contig_7	9186	61	Y	N	1	*	7
AG1319_P4_052_SBV323_flye	contig_2	3069534	144	N	N	1	*	-3,2,3
AG1319_P4_052_SBV323_flye	contig_1	1605076	115	N	N	1	*	3,1,-3
AG1319_P4_052_SBV323_flye	contig_6	93712	114	Y	N	1	*	6
AG1319_P4_052_SBV323_flye	contig_5	34470	124	N	Y	1	2	*,5,*
AG1319_P4_052_SBV323_flye	contig_7	9191	77	Y	N	1	*	7
AG1319_P4_053_SBV324_flye	contig_1	3069528	178	N	N	1	*	-3,1,3
AG1319_P4_053_SBV324_flye	contig_2	1605240	151	N	N	1	*	3,2,-3
AG1319_P4_053_SBV324_flye	contig_7	93712	156	Y	N	1	*	7
AG1319_P4_053_SBV324_flye	contig_4	35616	166	N	Y	1	2	*,4,*
AG1319_P4_053_SBV324_flye	contig_6	9186	169	Y	N	1	*	6
AG1319_P4_054_SBV325_flye	contig_2	3069544	64	N	N	1	*	3,2,-3
AG1319_P4_054_SBV325_flye	contig_1	1605237	56	N	N	1	*	-3,1,3
AG1319_P4_054_SBV325_flye	contig_7	93712	60	Y	N	1	*	7
AG1319_P4_054_SBV325_flye	contig_3	42321	20	N	Y	1	*	3
AG1319_P4_054_SBV325_flye	contig_5	35616	20	N	Y	1	2	*,5,*
AG1319_P4_054_SBV325_flye	contig_4	34470	54	N	Y	1	2	*,4,*
AG1319_P4_054_SBV325_flye	contig_6	9561	73	Y	N	1	*	6
AG1319_P4_055_SBV326_flye	contig_1	3104696	185	N	N	1	*	-2,1,2
AG1319_P4_055_SBV326_flye	contig_5	1605264	164	N	N	1	*	2,5,-2
AG1319_P4_055_SBV326_flye	contig_6	93712	178	Y	N	1	*	6
AG1319_P4_055_SBV326_flye	contig_3	35616	185	N	Y	1	2	*,3,*
AG1319_P4_056_SBV327_flye	contig_1	3069526	148	N	N	1	*	-3,1,3
AG1319_P4_056_SBV327_flye	contig_2	1605252	125	N	N	1	*	3,2,-3
AG1319_P4_056_SBV327_flye	contig_6	93712	168	Y	N	1	*	6
AG1319_P4_056_SBV327_flye	contig_4	35616	137	N	Y	1	2	*,4,*
AG1319_P4_056_SBV327_flye	contig_7	9186	128	Y	N	1	*	7
AG1319_P4_057_SBV328_flye	contig_1	4743793	185	Y	N	1	*	1
AG1319_P4_057_SBV328_flye	contig_5	93721	189	Y	N	1	*	5
AG1319_P4_057_SBV328_flye	contig_3	35616	174	N	Y	1	2	*,3,*
AG1319_P4_057_SBV328_flye	contig_4	4593	433	Y	Y	2	*	4
AG1319_P4_058_SBV329_flye	contig_1	3069528	61	N	N	1	*	-2,1,2
AG1319_P4_058_SBV329_flye	contig_5	1605252	53	N	N	1	*	2,5,-2
AG1319_P4_058_SBV329_flye	contig_7	93727	51	Y	N	1	*	7
AG1319_P4_058_SBV329_flye	contig_2	41182	21	N	Y	1	*	2
AG1319_P4_058_SBV329_flye	contig_4	35616	58	N	Y	1	2	*,4,*
AG1319_P4_058_SBV329_flye	contig_3	34469	19	N	Y	1	2	*,3,*
AG1319_P4_059_SBV330_flye	contig_2	3069515	129	N	N	1	*	-1,2,1
AG1319_P4_059_SBV330_flye	contig_4	1605233	111	N	N	1	*	1,4,-1
AG1319_P4_059_SBV330_flye	contig_7	93712	110	Y	N	1	*	7
AG1319_P4_059_SBV330_flye	contig_3	35616	125	N	Y	1	2	*,3,*
AG1319_P4_059_SBV330_flye	contig_6	9140	71	Y	N	1	*	6
AG1319_P4_060_SBV331_flye	contig_1	3069528	153	N	N	1	*	-2,1,2
AG1319_P4_060_SBV331_flye	contig_5	1605270	134	N	N	1	*	2,5,-2
AG1319_P4_060_SBV331_flye	contig_7	93712	109	Y	N	1	*	7
AG1319_P4_060_SBV331_flye	contig_4	35616	154	N	Y	1	2	*,4,*
AG1319_P4_060_SBV331_flye	contig_6	9187	205	Y	N	1	*	6
AG1319_P4_061_SBV332_flye	contig_1	4829234	122	Y	N	1	*	1
AG1319_P4_061_SBV332_flye	contig_2	93712	125	Y	N	1	*	2
AG1319_P4_061_SBV332_flye	contig_4	10902	433	Y	Y	4	*	4
AG1319_P4_061_SBV332_flye	contig_3	9187	142	Y	N	1	*	3
AG1319_P4_062_SBV333_flye	contig_1	3069536	63	N	N	1	*	-3,1,3
AG1319_P4_062_SBV333_flye	contig_2	1605572	52	N	N	1	*	3,2,-3
AG1319_P4_062_SBV333_flye	contig_7	93721	44	Y	N	1	*	7
AG1319_P4_062_SBV333_flye	contig_3	42321	21	N	Y	1	*	3
AG1319_P4_062_SBV333_flye	contig_4	35616	20	N	Y	1	2	*,4,*
AG1319_P4_062_SBV333_flye	contig_5	34470	55	N	Y	1	2	*,5,*
AG1319_P4_062_SBV333_flye	contig_6	4593	143	Y	Y	2	*	6
AG1319_P4_063_SBV334_flye	contig_1	3069531	170	N	N	1	*	-2,1,2
AG1319_P4_063_SBV334_flye	contig_5	1605252	148	N	N	1	*	2,5,-2
AG1319_P4_063_SBV334_flye	contig_6	93712	131	Y	N	1	*	6
AG1319_P4_063_SBV334_flye	contig_4	35616	167	N	Y	1	2	*,4,*
AG1319_P4_063_SBV334_flye	contig_7	4601	287	Y	Y	1	*	7
AG1319_P4_064_SBV335_flye	contig_1	4745575	99	Y	N	1	*	1
AG1319_P4_064_SBV335_flye	contig_3	93712	86	Y	N	1	*	3
AG1319_P4_064_SBV335_flye	contig_2	9186	69	Y	N	1	*	2
AG1319_P4_065_SBV336_flye	contig_5	3069545	103	N	N	1	*	1,5,-1
AG1319_P4_065_SBV336_flye	contig_2	1605211	85	N	N	1	*	-1,2,1
AG1319_P4_065_SBV336_flye	contig_8	93721	69	Y	N	1	*	8
AG1319_P4_065_SBV336_flye	contig_1	41174	22	N	Y	1	*	1
AG1319_P4_065_SBV336_flye	contig_4	35616	96	N	Y	1	2	*,4,*
AG1319_P4_065_SBV336_flye	contig_3	34470	20	N	Y	1	2	*,3,*
AG1319_P4_065_SBV336_flye	contig_6	4447	122	N	Y	1	*	6
AG1319_P4_065_SBV336_flye	contig_7	617	23	N	Y	1	*	7
AG1319_P4_066_SBV337_flye	contig_1	4744891	169	Y	N	1	*	1
AG1319_P4_066_SBV337_flye	contig_4	93712	135	Y	N	1	*	4
AG1319_P4_066_SBV337_flye	contig_3	85557	109	Y	N	1	*	3
AG1319_P4_066_SBV337_flye	contig_2	9186	181	Y	N	1	*	2
